,Wine,Location,Rating,Price,Year
5484,Matthews 2003 Hedges Estate Vineyard Syrah (Red Mountain),Columbia Valley,89,50.0,2003
5485,Maryhill 2003 Syrah (Columbia Valley (WA)),Columbia Valley,89,16.0,2003
5486,Beringer 2001 Marston Vineyard Syrah (Spring Mountain District),Napa,89,35.0,2001
5487,Chameleon 2002 Syrah (Napa Valley),Napa,89,25.0,2002
5488,Rockblock 2001 Del Rio Vineyard Syrah (Rogue Valley),Southern Oregon,89,40.0,2001
5489,Lincourt 2003 Syrah (Santa Barbara County),Central Coast,89,20.0,2003
5490,Claudia Springs 2001 Syrah (Mendocino),California,89,20.0,2001
5491,Palmeri 2002 Stagecoach Vineyard Syrah (Napa Valley),Napa,89,47.0,2002
5492,Jaffurs 2003 Thompson Vineyard Syrah (Santa Barbara County),Central Coast,89,34.0,2003
5493,Nickel & Nickel 2002 Dyer Vineyard Syrah (Carneros),Napa-Sonoma,89,35.0,2002
5494,Daniel Gehrs 2001 Shiraz (Santa Ynez Valley),Central Coast,89,20.0,2001
5495,Beckmen 2003 Purisima Mountain Vineyard Block Six Syrah (Santa Ynez Valley),Central Coast,89,42.0,2003
5496,Epiphany 2002 Hampton Vineyard Syrah (Santa Barbara County),Central Coast,89,35.0,2002
5497,Seven Hills 2002 Syrah (Walla Walla Valley (WA)),Columbia Valley,89,25.0,2002
5498,Rusack 2003 Ballard Canyon Reserve Syrah (Santa Barbara County),Central Coast,88,36.0,2003
5499,Screaming Jack 2003 Syrah (North Coast),North Coast,88,12.0,2003
5500,Château Potelle 2001 Syrah (Paso Robles),Central Coast,88,24.0,2001
5501,Drew 2003 Rodney's and Larner Vineyards Syrah (Santa Ynez Valley),Central Coast,88,32.0,2003
5502,Martella 2003 Fairbairn Ranch Syrah (Mendocino),California,88,45.0,2003
5503,Baileyana 2001 Syrah (Edna Valley),Central Coast,88,18.0,2001
5504,Unti 2002 Benchland Syrah (Dry Creek Valley),Sonoma,88,30.0,2002
5505,Voss 2001 Ocala Syrah (Napa Valley),Napa,88,45.0,2001
5506,Walter Dacon 2003 C'est Syrah Beaux Syrah (Columbia Valley (WA)),Columbia Valley,88,35.0,2003
5507,Arrowood 2001 Le Beau Melange Syrah (Sonoma Valley),Sonoma,88,35.0,2001
5508,Lost Canyon 2003 Trenton Station Vineyard Syrah (Russian River Valley),Sonoma,88,35.0,2003
5509,Foley 2003 Rancho Santa Rosa Syrah (Sta. Rita Hills),Central Coast,88,30.0,2003
5510,Smith Wooton 2003 Tanner Brothers Vineyard Syrah (Calaveras County),Sierra Foothills,88,28.0,2003
5511,Russian Hill 2002 Syrah (Russian River Valley),Sonoma,88,22.0,2002
5512,Bergevin Lane 2003 Syrah (Columbia Valley (WA)),Columbia Valley,88,25.0,2003
5513,Cayuse 2002 En Cerise Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,88,55.0,2002
5514,Cakebread 2002 Syrah (Carneros),Napa-Sonoma,88,43.0,2002
5515,Calcareous 2002 Syrah (Paso Robles),Central Coast,88,24.0,2002
5516,Chateau Ste. Michelle 2002 Reserve Syrah (Columbia Valley (WA)),Columbia Valley,88,29.0,2002
5517,Cuvaison 2002 Syrah (Carneros),Napa-Sonoma,88,28.0,2002
5518,Spring Mountain Vineyard 2001 Estate Syrah (Napa Valley),Napa,88,50.0,2001
5519,Saviah 2003 Syrah (Walla Walla Valley (WA)),Columbia Valley,88,28.0,2003
5520,Sheridan Vineyard 2002 Syrah (Yakima Valley),Columbia Valley,88,36.0,2002
5521,Fenestra 2000 Estate Syrah (Livermore Valley),Central Coast,88,15.0,2000
5522,Beckmen 2003 Purisima Mountain Vineyard Syrah (Santa Ynez Valley),Central Coast,88,38.0,2003
5523,Drew 2003 Six-Sense Syrah (Santa Barbara County),Central Coast,88,27.0,2003
5524,Consilience 2002 Hampton Vineyard Syrah (Santa Barbara County),Central Coast,88,38.0,2002
5525,Ballentine 2003 Betty's Vineyard Syrah (Napa Valley),Napa,88,22.0,2003
5526,Arger-Martucci 2003 Syrah (Napa Valley),Napa,88,25.0,2003
5527,Jaffurs 2003 Syrah (Santa Barbara County),Central Coast,88,23.0,2003
5528,Goose Ridge 2002 Syrah (Columbia Valley (WA)),Columbia Valley,88,25.0,2002
5529,Fagan Creek 2002 Horsley Vineyards Syrah (Dunnigan Hills),Central Valley,88,16.0,2002
5530,Philo Ridge 2002 Syrah (Sonoma County),Sonoma,88,18.0,2002
5531,Rosenblum 2003 England-Shaw Vineyards Syrah (Solano County),North Coast,88,33.0,2003
5532,Rosenblum 2003 Hillside Vineyards Syrah (Sonoma County),Sonoma,88,28.0,2003
5533,De La Montanya 2003 Syrah (Russian River Valley),Sonoma,88,32.0,2003
5534,Montemaggiore 2002 Paolo's Vineyard Syrah (Dry Creek Valley),Sonoma,88,32.0,2002
5535,Qupé 2002 Bien Nacido Hillside Estate Syrah (Santa Maria Valley),Central Coast,88,40.0,2002
5536,Longboard 2003 Syrah (Russian River Valley),Sonoma,88,32.0,2003
5537,Lost Canyon 2003 Stage Gulch Vineyard Syrah (Sonoma Coast),Sonoma,88,33.0,2003
5538,Night Owl 2003 San Bernabe Vineyard Shiraz (Monterey County),Central Coast,88,12.0,2003
5539,Novy 2003 Christensen Family Vineyard Syrah (Russian River Valley),Sonoma,88,32.0,2003
5540,Hoodsport 2002 Syrah (Yakima Valley),Columbia Valley,88,27.0,2002
5541,Olson Ogden 2003 Syrah (Sonoma County),Sonoma,87,22.0,2003
5542,Gallo of Sonoma 2003 Reserve Syrah (Sonoma County),Sonoma,87,13.0,2003
5543,Havens 2002 Syrah (Napa Valley),Napa,87,24.0,2002
5544,Bink 2002 Hawks Butte Vineyard Syrah (Mendocino),California,87,40.0,2002
5545,Wente 2002 The Nth Degree Shiraz (Livermore Valley),Central Coast,87,45.0,2002
5546,Boudreaux Cellars 2003 Pepper Bridge Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,87,40.0,2003
5547,Cambria 2002 Tepusquet Vineyard Syrah (Santa Maria Valley),Central Coast,87,20.0,2002
5548,VJB 2002 Syrah (Alexander Valley),Sonoma,87,28.0,2002
5549,Three Rivers 2003 Syrah (Columbia Valley (WA)),Columbia Valley,87,24.0,2003
5550,Lost Canyon 2003 Alegria Vineyard Syrah (Russian River Valley),Sonoma,87,33.0,2003
5551,Lost River Winery 2003 Syrah (Walla Walla Valley (WA)),Columbia Valley,87,21.0,2003
5552,Fenestra 2000 Reserve Syrah (Livermore Valley),Central Coast,87,18.0,2000
5553,Di Stefano 2002 R Syrah (Columbia Valley (WA)),Columbia Valley,87,32.0,2002
5554,Morgan 2002 Syrah (Monterey),Central Coast,87,22.0,2002
5555,VJB 2002 Syrah (Alexander Valley),Sonoma,87,28.0,2002
5556,Three Rivers 2003 Syrah (Columbia Valley (WA)),Columbia Valley,87,24.0,2003
5557,Porter Creek 2002 Timbervine Ranch Syrah (Russian River Valley),Sonoma,87,36.0,2002
5558,Syzygy 2003 Syrah (Walla Walla Valley (WA)),Columbia Valley,87,28.0,2003
5559,Talomas 2002 Basket Press Reserve Syrah (Central Coast),Central Coast,87,30.0,2002
5560,Zaca Mesa 2002 Black Bear Block Syrah (Santa Ynez Valley),Central Coast,87,50.0,2002
5561,Red Sky 2002 Syrah (Washington),Washington Other,87,25.0,2002
5562,Rockblock 2002 Seven Hills Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,87,40.0,2002
5563,Paraiso Vineyards 2002 Syrah (Santa Lucia Highlands),Central Coast,87,20.0,2002
5564,Tassajara 2002 Syrah (Paso Robles),Central Coast,87,24.0,2002
5565,Hallauer 2002 Syrah (Santa Ynez Valley),Central Coast,87,21.0,2002
5566,Januik Winery 2002 Syrah (Columbia Valley (WA)),Columbia Valley,87,30.0,2002
5567,Kunin 2003 Syrah (Santa Barbara County),Central Coast,87,28.0,2003
5568,Imagery 2002 StoneDragon Syrah (Sonoma Valley),Sonoma,87,35.0,2002
5569,Unti 2002 Syrah (Dry Creek Valley),Sonoma,87,24.0,2002
5570,Vita Luce 2002 Syrah (Paso Robles),Central Coast,87,36.0,2002
5571,Everett Ridge 2002 Nuns Canyon Vineyard Syrah (Sonoma Valley),Sonoma,87,24.0,2002
5572,Earthquake 2003 Syrah (Lodi),Central Valley,87,25.0,2003
5573,Goosecross 2002 Syrah (South Coast),South Coast,87,25.0,2002
5574,Yakima Cellars 2002 Elephant Mountain Vineyard Syrah (Yakima Valley),Columbia Valley,87,20.0,2002
5575,Bell 2003 Canterbury Vineyard Syrah (Sierra Foothills),Sierra Foothills,87,24.0,2003
5576,Babcock 2003 Frying Pan Syrah (Santa Barbara County),Central Coast,87,50.0,2003
5577,Hogue 2001 Genesis Syrah (Columbia Valley (WA)),Columbia Valley,87,16.0,2001
5578,Kendall-Jackson 2002 Vintner's Reserve Syrah (California),California Other,87,14.0,2002
5579,Gravity Hills 2002 Killer Climb Syrah (Paso Robles),Central Coast,87,45.0,2002
5580,Martella 2002 Camel Hill Vineyard Syrah (Santa Cruz Mountains),Central Coast,87,55.0,2002
5581,Novelty Hill 2002 Syrah (Columbia Valley (WA)),Columbia Valley,87,20.0,2002
5582,Rideau 2003 Iris' Estate Bon Temps Vineyard Syrah (Santa Ynez Valley),Central Coast,87,55.0,2003
5583,Voss 2001 Syrah (Napa Valley),Napa,87,20.0,2001
5584,Walter Dacon 2003 C'est Syrah Magnifique Syrah (Yakima Valley),Columbia Valley,87,38.0,2003
5585,Stolpman 2003 Estate Grown Syrah (Santa Ynez Valley),Central Coast,87,25.0,2003
5586,Drew 2003 Morehouse Vineyard Syrah (Santa Ynez Valley),Central Coast,87,40.0,2003
5587,Forth 2002 Syrah (Dry Creek Valley),Sonoma,87,25.0,2002
5588,McCrea 2002 Boushey Vineyard Syrah (Yakima Valley),Columbia Valley,87,55.0,2002
5589,Qupé 2003 Syrah (Central Coast),Central Coast,87,17.0,2003
5590,Three Rivers 2003 Boushey Vineyards Syrah (Yakima Valley),Columbia Valley,87,39.0,2003
5591,Savannah-Chanelle 2002 Coast View Vineyard Syrah (Monterey County),Central Coast,87,18.0,2002
5592,Nickel & Nickel 2002 Darien Vineyard Syrah (Russian River Valley),Sonoma,87,40.0,2002
5593,Ceja 2002 Syrah (Sonoma Coast),Sonoma,87,28.0,2002
5594,Château Potelle 2002 VGS Syrah (Mount Veeder),Napa,87,75.0,2002
5595,L'Ecole No. 41 2003 Seven Hills Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,87,37.0,2003
5596,Twisted Oak 2003 Tanner Syrah (Calaveras County),Sierra Foothills,87,28.0,2003
5597,Red Sky 2003 Boushey Vineyard Syrah (Washington),Washington Other,86,30.0,2003
5598,San Juan Vineyards 2002 Syrah (Columbia Valley (WA)),Columbia Valley,86,23.0,2002
5599,Sawtooth 2002 Syrah (Idaho),Idaho,86,15.0,2002
5600,Baron Herzog 2003 Syrah (California),California Other,86,13.0,2003
5601,Di Stefano 2002 Syrah (Columbia Valley (WA)),Columbia Valley,86,28.0,2002
5602,Hedges 2002 Bel Villa Estate North Block Syrah (Red Mountain),Columbia Valley,86,75.0,2002
5603,Blackstone 2002 Reserve Syrah (Dry Creek Valley),Sonoma,86,28.0,2002
5604,Blackstone 2002 Syrah (Sonoma County),Sonoma,86,16.0,2002
5605,Consilience 2002 Great Oaks Vineyard Syrah (Santa Barbara County),Central Coast,86,28.0,2002
5606,Willis Hall 2003 Stone Tree Reserve Syrah (Columbia Valley (WA)),Columbia Valley,86,35.0,2003
5607,Carhartt Vineyard 2003 Syrah (Santa Ynez Valley),Central Coast,86,28.0,2003
5608,Austin Robaire 2001 Elerding Vineyard Reserve Syrah (Columbia Valley (WA)),Columbia Valley,86,85.0,2001
5609,Kiona 2002 Syrah (Red Mountain),Columbia Valley,86,25.0,2002
5610,Smoking Loon 2003 Syrah (California),California Other,86,9.0,2003
5611,Russian Hill 2002 Ellen's Block Syrah (Russian River Valley),Sonoma,86,30.0,2002
5612,Baileyana 2003 Firepeak Vineyard Syrah (Edna Valley),Central Coast,86,30.0,2003
5613,Kiona 2002 Syrah (Red Mountain),Columbia Valley,86,25.0,2002
5614,Latitude 46° N 2003 The Power and the Glory Syrah (Columbia Valley (WA)),Columbia Valley,86,28.0,2003
5615,Leal Vineyards 2002 Estate Grown Syrah (San Benito County),Central Coast,86,24.0,2002
5616,Fusée 2003 Syrah (California),California Other,86,6.0,2003
5617,Geyser Peak 2000 Reserve Shiraz (Sonoma County),Sonoma,86,46.0,2000
5618,Field Stone 2003 Syrah (Alexander Valley),Sonoma,86,22.0,2003
5619,Forgeron 2002 Syrah (Columbia Valley (WA)),Columbia Valley,86,30.0,2002
5620,Dutton Estate 2003 Cherry Ridge Vineyard Syrah (Russian River Valley),Sonoma,86,34.0,2003
5621,Ortman Family 2003 Syrah (San Luis Obispo County),Central Coast,86,25.0,2003
5622,Alexandria Nicole 2002 Destiny Ridge Vineyards Syrah (Columbia Valley (WA)),Columbia Valley,86,27.0,2002
5623,Bourassa Vineyards 2003 Rhapsody3 Syrah (Napa Valley),Napa,86,32.0,2003
5624,Brophy Clark 2002 Rodney Shull Vineyard Syrah (Santa Ynez Valley),Central Coast,86,18.0,2002
5625,Burgess 2001 Syrah (Napa Valley),Napa,86,22.0,2001
5626,Quivira 2002 Wine Creek Ranch Syrah (Dry Creek Valley),Sonoma,86,24.0,2002
5627,Darioush 2002 Signature Shiraz (Napa Valley),Napa,86,64.0,2002
5628,Spann Vineyards 2002 Syrah (Sonoma County),Sonoma,86,20.0,2002
5629,Kunin 2002 Alisos Vineyard Syrah (Santa Barbara County),Central Coast,86,35.0,2002
5630,Shale Ridge Vineyard 2003 Syrah (Monterey),Central Coast,86,8.0,2003
5631,E. B. Foote 2003 Syrah (Columbia Valley (WA)),Columbia Valley,86,16.0,2003
5632,Zaca Mesa 2002 Syrah (Santa Ynez Valley),Central Coast,86,20.0,2002
5633,Drew 2003 Hearthstone Vineyard Syrah (Paso Robles),Central Coast,86,35.0,2003
5634,Edgefield 2002 Chukar Ridge Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,86,22.0,2002
5635,Fess Parker 2002 Rodney's Vineyard Syrah (Santa Barbara County),Central Coast,86,36.0,2002
5636,Kuleto Estate 2002 Estate Syrah (Napa Valley),Napa,86,40.0,2002
5637,La Sirena 2002 Syrah (Santa Ynez Valley),Central Coast,86,45.0,2002
5638,RDLR 2002 Syrah (Mendocino County),California,86,24.0,2002
5639,Q 2002 Syrah (Sonoma County),Sonoma,86,16.0,2002
5640,Robert Craig 2002 Syrah (Central Coast),Central Coast,86,28.0,2002
5641,Widgeon Hills 2002 HRP Ranch Area 51 Syrah (Yakima Valley),Columbia Valley,86,22.0,2002
5642,Vina Robles 2001 Estate Syrah (Paso Robles),Central Coast,86,18.0,2001
5643,Brutocao 2003 Feliz Vineyard Select Syrah (Mendocino),California,86,25.0,2003
5644,Crane Brothers 2002 Syrah (Napa Valley),Napa,86,40.0,2002
5645,Loxton 2002 Sonoma Hillside Vineyards Syrah (Sonoma County),Sonoma,86,24.0,2002
5646,Martella 2002 Hammer Syrah (California),California Other,86,24.0,2002
5647,Andrew Murray 2003 Westerly Vineyard Syrah (Santa Ynez Valley),Central Coast,86,36.0,2003
5648,Rocca 2002 Syrah (Yountville),Napa,86,38.0,2002
5649,Thomas Michael 2002 Ledgewood Vineyard Syrah (Suisun Valley),North Coast,86,32.0,2002
5650,Sterling 2002 Vintner's Collection Shiraz (Central Coast),Central Coast,86,13.0,2002
5651,Tamarack Cellars 2002 Syrah (Columbia Valley (WA)),Columbia Valley,86,28.0,2002
5652,Woodward Canyon 2002 Syrah (Columbia Valley (WA)),Columbia Valley,86,34.0,2002
5653,Hess Select 2003 Syrah (California),California Other,86,14.0,2003
5654,Hug 2003 Bassetti Vineyard Syrah (San Luis Obispo County),Central Coast,86,40.0,2003
5655,Hyatt 2001 Syrah (Yakima Valley),Columbia Valley,86,13.0,2001
5656,Burgess 2001 Syrah (Lake County),California,85,19.0,2001
5657,Montevina 2002 Syrah (Amador County),Sierra Foothills,85,12.0,2002
5658,Norman 2002 The Vocation Syrah (Paso Robles),Central Coast,85,32.0,2002
5659,Obsidian Ridge 2003 Obsidian Ridge Vineyard Syrah (Red Hills Lake County),California,85,25.0,2003
5660,Topel 2002 Cuvée Donnis Syrah (Monterey),Central Coast,85,25.0,2002
5661,Saviah 2003 Syrah (Red Mountain),Columbia Valley,85,30.0,2003
5662,Longboard 2003 Dakine Vineyard Syrah (Russian River Valley),Sonoma,85,47.0,2003
5663,Praxis 2003 Syrah (Dry Creek Valley),Sonoma,85,14.0,2003
5664,Perry Creek 2002 Wild Turkey Ridge Cellar Select Syrah (El Dorado),Sierra Foothills,85,28.0,2002
5665,Gainey 2002 Limited Selection Syrah (Santa Barbara County),Central Coast,85,35.0,2002
5666,Harlequin 2002 Sundance Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,85,30.0,2002
5667,Curtis 2002 Crossroads Vineyard Syrah (Santa Barbara County),Central Coast,85,30.0,2002
5668,Benziger 2002 Bien Nacido Vineyards Syrah (Santa Maria Valley),Central Coast,85,35.0,2002
5669,Bonny Doon 2003 Le Pousseur Syrah (Central Coast),Central Coast,85,16.0,2003
5670,Jaffurs 2003 Larner Vineyard Syrah (Santa Barbara County),Central Coast,85,34.0,2003
5671,Columbia Crest 2003 Two Vines Shiraz (Columbia Valley (WA)),Columbia Valley,85,8.0,2003
5672,Whitford 2002 Haynes Vineyard Syrah (Napa Valley),Napa,85,25.0,2002
5673,Zaca Mesa 2002 Eight Barrel Syrah (Santa Ynez Valley),Central Coast,85,35.0,2002
5674,Coastal Ridge 2003 Shiraz (California),California Other,85,7.0,2003
5675,Cedarville Vineyard 2002 Estate Syrah (El Dorado),Sierra Foothills,85,25.0,2002
5676,Beringer 2003 Founders' Estate Shiraz (California),California Other,85,11.0,2003
5677,Barrelstone 2003 Syrah (Columbia Valley (WA)),Columbia Valley,85,10.0,2003
5678,Isenhower Cellars 2003 Looking Glass Syrah (Columbia Valley (WA)),Columbia Valley,85,22.0,2003
5679,Geyser Peak 2002 Shiraz (Sonoma County),Sonoma,85,17.0,2002
5680,Firestone 2002 Syrah (Santa Ynez Valley),Central Coast,85,18.0,2002
5681,ForestVille 2003 Shiraz (California),California Other,85,6.0,2003
5682,Ironstone 2002 Shiraz (California),California Other,85,10.0,2002
5683,Eola Hills 2000 Reserve Syrah (Columbia Valley (OR)),Oregon Other,85,20.0,2000
5684,Estrella 2002 Proprietor's Reserve Shiraz (California),California Other,85,6.0,2002
5685,Falcone 2002 Mia's Vineyard Syrah (Paso Robles),Central Coast,85,28.0,2002
5686,Three Rivers 2003 Ahler Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,85,39.0,2003
5687,Shannon Ridge 2003 Syrah (Lake County),California,85,30.0,2003
5688,Peralta 2001 Syrah (California),California Other,85,8.0,2001
5689,Turning Leaf 2003 Syrah (California),California Other,85,8.0,2003
5690,Viader 2002 Syrah (Napa Valley),Napa,85,65.0,2002
5691,Babcock 2003 Radical Syrah (Paso Robles),Central Coast,85,50.0,2003
5692,Beckmen 2003 Estate Syrah (Santa Ynez Valley),Central Coast,85,22.0,2003
5693,Buty 2002 Rediviva of the Stones Syrah (Walla Walla Valley (WA)),Columbia Valley,85,40.0,2002
5694,Peju Province 2002 Syrah (Napa Valley),Napa,85,32.0,2002
5695,Ridge 2003 Lytton West Syrah (Dry Creek Valley),Sonoma,85,35.0,2003
5696,Stevenot 2002 Canterbury Vineyard Syrah (Calaveras County),Sierra Foothills,85,22.0,2002
5697,Stryker Sonoma 2002 Estate Syrah (Alexander Valley),Sonoma,85,22.0,2002
5698,Mount Aukum 2003 Syrah (El Dorado),Sierra Foothills,85,16.0,2003
5699,Joseph Phelps 2002 Syrah (Napa Valley),Napa,85,35.0,2002
5700,Spring Valley Vineyard 2002 Nina Lee Syrah (Walla Walla Valley (WA)),Columbia Valley,85,40.0,2002
5701,L'Ecole No. 41 2003 Syrah (Columbia Valley (WA)),Columbia Valley,85,30.0,2003
5702,Domaine de la Terre Rouge 2003 Les Cotes de L'Ouest Syrah (California),California Other,85,15.0,2003
5703,Matanzas Creek 2002 Syrah (Sonoma County),Sonoma,85,25.0,2002
5704,Livingston Moffett 2002 Parkinson Vineyard Syrah (Napa Valley),Napa,85,45.0,2002
5705,Walter Dacon 2003 C'est Syrah Belle Syrah (Columbia Valley (WA)),Columbia Valley,85,28.0,2003
5706,Francis Ford Coppola 2003 Francis Coppola Diamond Collection Green Label Syrah-Shiraz Syrah (California),California Other,85,16.0,2003
5707,Chatom Vineyards 2002 Esmeralda Syrah (Calaveras County),Sierra Foothills,85,34.0,2002
5708,Gloria Ferrer 2001 Syrah (Carneros),Napa-Sonoma,85,22.0,2001
5709,Bonterra 2001 Syrah (Mendocino County),California,85,17.0,2001
5710,Cayuse 2002 Cailloux Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,85,55.0,2002
5711,Chalone Vineyard 2003 Syrah (Chalone),Central Coast,85,25.0,2003
5712,Chameleon 2003 Syrah (North Coast),North Coast,85,16.0,2003
5713,Clements Hills 2002 Syrah (Lodi),Central Valley,85,12.0,2002
5714,Clos du Bois 2002 Shiraz (Sonoma County),Sonoma,85,12.0,2002
5715,Clos du Bois 2003 Shiraz (Sonoma County),Sonoma,85,15.0,2003
5716,Lucas & Lewellen 2002 Syrah (Santa Barbara County),Central Coast,85,20.0,2002
5717,Mount Aukum 2003 Syrah (Fair Play),Sierra Foothills,85,26.0,2003
5718,Kestrel 2002 Signature Edition Co-Ferment Syrah (Yakima Valley),Columbia Valley,85,38.0,2002
5719,Jade Mountain 2003 Syrah (Napa Valley),Napa,85,27.0,2003
5720,Fess Parker 2002 The Big Easy Syrah (Santa Barbara County),Central Coast,85,36.0,2002
5721,Lavender Ridge 2002 Syrah (Sierra Foothills),Sierra Foothills,85,28.0,2002
5722,Merryvale 2002 Syrah (Napa Valley),Napa,85,30.0,2002
5723,Silver Stone Winery 2002 Hall Ranch Syrah (Paso Robles),Central Coast,85,33.0,2002
5724,College Cellars 2003 Minick Vineyards Syrah (Yakima Valley),Columbia Valley,85,18.0,2003
5725,Consilience 2002 Syrah (Santa Barbara County),Central Coast,85,19.0,2002
5726,Castoro Cellars 2002 Reserve Syrah (Paso Robles),Central Coast,85,18.0,2002
5727,Curtis 2002 Ambassador's Vineyard Syrah (Santa Barbara County),Central Coast,85,25.0,2002
5728,Daniel Gehrs 2001 Harmon Syrah (Santa Ynez Valley),Central Coast,85,25.0,2001
5729,Beaulieu Vineyard 2003 Syrah (Napa Valley),Napa,85,15.0,2003
5730,Fetzer 2001 Valley Oaks Shiraz (California),California Other,85,9.0,2001
5731,Fetzer 2002 Winemaker's Reserve Syrah (Mendocino),California,85,25.0,2002
5732,Foxen 2002 Cuvee Jeanne Marie Syrah (Santa Ynez Valley),Central Coast,85,35.0,2002
5733,Loxton 2002 Reserve Syrah (Sonoma County),Sonoma,85,30.0,2002
5734,Andrew Murray 2003 Estate Grown Syrah (Santa Ynez Valley),Central Coast,85,25.0,2003
5735,Steele 2001 Clear Lake Syrah (Lake County),California,85,16.0,2001
